y,m,d,T(ºC),P(mm/d),PET(mm/d),qout(mm/d)
2004,7,28,-7.49,0,2.16,0.68
2004,7,29,-6.39,1,2.27,0.58
2004,7,30,0.44,0,2.38,0.53
2004,7,31,2.16,0,2.49,0.62
2004,8,1,1.85,0,2.6,0.71
2004,8,2,-5.15,1,2.72,0.66
2004,8,3,-5.3,2,2.84,0.57
2004,8,4,-6.43,1,2.96,0.5
2004,8,5,-9.09,0,3.08,0.46
2004,8,6,-9.12,1,3.21,0.44
2004,8,7,-1.54,0,3.33,0.41
2004,8,8,4.56,0,3.46,0.39
2004,8,9,6.71,0,3.59,1.13
2004,8,10,5.05,0,3.73,1.56
2004,8,11,0.47,0,3.86,1.47
2004,8,12,3.18,0,4,1.3
2004,8,13,4.75,1,4.14,1.18
2004,8,14,3.42,0,4.28,1.04
2004,8,15,2.52,0,4.42,0.92
2004,8,16,-6.25,1,4.56,0.8
2004,8,17,-9.93,2,4.71,0.7
2004,8,18,-10.01,2,4.85,0.61
2004,8,19,-8.15,0,5,0.56
2004,8,20,-9.18,0,5.15,0.53
2004,8,21,-4.86,1,5.3,0.5
2004,8,22,-0.6,0,5.45,0.47
2004,8,23,2.81,0,5.61,0.44
2004,8,24,4.34,0,5.76,0.55
2004,8,25,4.76,0,5.92,0.52
2004,8,26,3.33,0,6.07,0.47
2004,8,27,3.21,0,6.23,0.44
2004,8,28,7.34,0,6.39,0.42
2004,8,29,9.59,0,6.55,0.39
2004,8,30,10.28,0,6.71,0.37
2004,8,31,8.63,0,6.88,0.35
2004,9,1,7.91,0,7.04,0.33
2004,9,2,9.13,0,7.21,0.31
2004,9,3,10.01,0,7.37,0.29
2004,9,4,1.67,0,7.54,0.28
2004,9,5,1.88,5,7.7,0.26
2004,9,6,-3.33,4,7.87,0.28
2004,9,7,-5.59,4,8.04,0.27
2004,9,8,-3.37,3,8.21,0.26
2004,9,9,-2.35,2,8.38,0.24
2004,9,10,-1.63,0,8.55,0.23
2004,9,11,-4.36,0,8.72,0.21
2004,9,12,0.52,0,8.89,0.2
2004,9,13,7.39,0,9.06,0.19
2004,9,14,8.05,0,9.23,0.28
2004,9,15,7.25,0,9.4,0.26
2004,9,16,7.17,0,9.57,0.24
2004,9,17,8.48,0,9.74,0.22
2004,9,18,5.25,0,9.91,0.21
2004,9,19,5.44,0,10.09,0.2
2004,9,20,3.12,0,10.26,0.19
2004,9,21,-1.22,0,10.43,0.17
2004,9,22,1.98,0,10.6,0.16
2004,9,23,5.27,0,10.77,0.15
2004,9,24,6.77,0,10.94,0.14
2004,9,25,7.04,0,11.11,0.13
2004,9,26,6.92,0,11.28,0.12
2004,9,27,6.68,0,11.45,0.12
2004,9,28,7.26,0,11.62,0.11
2004,9,29,2.55,0,11.79,0.1
2004,9,30,5.23,0,11.96,0.09
2004,10,1,6.84,0,12.13,0.09
2004,10,2,8.42,0,12.3,0.08
2004,10,3,8.7,0,12.46,0.07
2004,10,4,10.64,0,12.63,0.07
2004,10,5,10.37,0,12.79,0.06
2004,10,6,10.92,0,12.96,0.06
2004,10,7,4.42,0,13.12,0.05
2004,10,8,1.1,0,13.29,0.05
2004,10,9,-0.69,0,13.45,0.05
2004,10,10,-1.38,0,13.61,0.05
2004,10,11,-2,0,13.77,0.05
2004,10,12,-2.51,0,13.93,0.05
2004,10,13,4.36,0,14.08,0.05
2004,10,14,5.61,0,14.24,0.05
2004,10,15,3.33,0,14.39,0.05
2004,10,16,0.29,0,14.55,0.05
2004,10,17,0.87,0,14.7,0.05
2004,10,18,1.75,0,14.85,0.05
2004,10,19,5.49,0,15,0.05
2004,10,20,7.73,0,15.15,0.05
2004,10,21,6.94,0,15.29,0.05
2004,10,22,4.34,0,15.44,0.05
2004,10,23,1.15,0,15.58,0.05
2004,10,24,-0.97,0,15.72,0.05
2004,10,25,1.06,0,15.86,0.05
2004,10,26,2.81,0,16,0.05
2004,10,27,7.55,0,16.14,0.05
2004,10,28,7.71,0,16.27,0.05
2004,10,29,4.25,0,16.41,0.05
2004,10,30,4.77,0,16.54,0.05
2004,10,31,7.97,0,16.67,0.05
2004,11,1,10.15,0,16.79,0.05
2004,11,2,9.12,0,16.92,0.05
2004,11,3,6.33,0,17.04,0.05
2004,11,4,3.22,0,17.16,0.05
2004,11,5,0.88,0,17.28,0.05
2004,11,6,5.77,0,17.4,0.05
2004,11,7,8.43,0,17.51,0.05
2004,11,8,7.21,0,17.62,0.05
2004,11,9,8.67,0,17.73,0.05
2004,11,10,7.08,0,17.84,0.05
2004,11,11,3.42,0,17.95,0.05
2004,11,12,0.43,10,18.05,0.05
2004,11,13,-0.32,15,18.15,0.05
2004,11,14,-1.65,22,18.25,0.05
2004,11,15,2.09,0,18.34,0.05
2004,11,16,3.86,0,18.44,0.05
2004,11,17,6.47,0,18.53,0.05
2004,11,18,7.88,0,18.62,0.08
2004,11,19,9.09,0,18.7,0.28
2004,11,20,10.25,0,18.79,0.28
2004,11,21,10.09,0,18.87,0.21
2004,11,22,9.89,1,18.94,0.19
2004,11,23,10.68,0,19.02,0.18
2004,11,24,7.21,0,19.09,0.17
2004,11,25,7.16,0,19.16,0.16
2004,11,26,8.74,0,19.23,0.15
2004,11,27,10.76,0,19.3,0.14
2004,11,28,11.16,0,19.36,0.13
2004,11,29,12.42,0,19.42,0.12
2004,11,30,13.28,0,19.47,0.11
2004,12,1,13.33,0,19.53,0.11
2004,12,2,13.43,1,19.58,0.1
2004,12,3,6.59,2,19.63,0.09
2004,12,4,9.06,0,19.67,0.09
2004,12,5,12.64,0,19.71,0.08
2004,12,6,10.76,2,19.75,0.08
2004,12,7,11.14,0,19.79,0.07
2004,12,8,11.83,0,19.82,0.07
2004,12,9,12.64,0,19.85,0.06
2004,12,10,13.98,0,19.88,0.05
2004,12,11,14.49,0,19.91,0.05
2004,12,12,13.93,0,19.93,0.05
2004,12,13,12.43,0,19.95,0.05
2004,12,14,11.61,0,19.96,0.05
2004,12,15,9.04,0,19.98,0.05
2004,12,16,9.92,0,19.99,0.05
2004,12,17,10.41,0,19.99,0.05
2004,12,18,9.22,0,20,0.05
2004,12,19,9.4,0,20,0.05
2004,12,20,10.02,0,20,0.05
2004,12,21,10.79,0,19.99,0.05
2004,12,22,12.25,0,19.99,0.05
2004,12,23,10.8,0,19.98,0.05
2004,12,24,10.24,0,19.96,0.05
2004,12,25,11.57,0,19.95,0.05
2004,12,26,12.17,0,19.93,0.05
2004,12,27,12.06,0,19.91,0.05
2004,12,28,9.42,0,19.88,0.05
2004,12,29,10.46,0,19.85,0.05
2004,12,30,12.91,0,19.82,0.05
2004,12,31,10.7,0,19.79,0.05
2005,1,1,12.75,0,19.75,0.05
2005,1,2,14.95,0,19.71,0.05
2005,1,3,15.96,0,19.67,0.05
2005,1,4,15.94,0,19.63,0.05
2005,1,5,14.06,0,19.58,0.05
2005,1,6,14.49,0,19.53,0.05
2005,1,7,15.62,0,19.47,0.05
2005,1,8,16.09,0,19.42,0.05
2005,1,9,15.14,0,19.36,0.05
2005,1,10,16.02,0,19.3,0.05
2005,1,11,16.84,0,19.23,0.05
2005,1,12,16.57,0,19.16,0.05
2005,1,13,15.86,0,19.09,0.05
2005,1,14,14.2,0,19.02,0.05
2005,1,15,13.12,0,18.94,0.05
2005,1,16,14.09,0,18.87,0.05
2005,1,17,13.21,0,18.79,0.05
2005,1,18,9.74,0,18.7,0.05
2005,1,19,11.3,0,18.62,0.05
2005,1,20,11.92,0,18.53,0.05
2005,1,21,11.35,0,18.44,0.05
2005,1,22,12.09,0,18.34,0.05
2005,1,23,12.9,0,18.25,0.05
2005,1,24,12.34,0,18.15,0.05
2005,1,25,12.61,0,18.05,0.05
2005,1,26,10.57,0,17.95,0.05
2005,1,27,10.95,0,17.84,0.05
2005,1,28,11.11,0,17.73,0.05
2005,1,29,6.18,0,17.62,0.05
2005,1,30,1.37,0,17.51,0.05
2005,1,31,1.57,0,17.4,0.05
2005,2,1,7.41,0,17.28,0.05
2005,2,2,9.14,0,17.16,0.05
2005,2,3,11.73,0,17.04,0.05
2005,2,4,13.6,0,16.92,0.05
2005,2,5,14.31,0,16.79,0.05
2005,2,6,14.55,0,16.67,0.05
2005,2,7,12.94,0,16.54,0.05
2005,2,8,12.32,0,16.41,0.05
2005,2,9,13.35,0,16.27,0.05
2005,2,10,14.46,0,16.14,0.05
2005,2,11,15.02,0,16,0.05
2005,2,12,13.78,0,15.86,0.05
2005,2,13,13.42,0,15.72,0.05
2005,2,14,12.98,0,15.58,0.05
2005,2,15,11.49,0,15.44,0.05
2005,2,16,12.39,0,15.29,0.05
2005,2,17,13.81,0,15.15,0.05
2005,2,18,15.24,0,15,0.04
2005,2,19,15.49,0,14.85,0.04
2005,2,20,14.7,0,14.7,0.04
2005,2,21,14.81,0,14.55,0.04
2005,2,22,14.22,0,14.39,0.04
2005,2,23,13.61,0,14.24,0.04
2005,2,24,9.76,0,14.08,0.04
2005,2,25,12,0,13.93,0.04
2005,2,26,13.33,0,13.77,0.04
2005,2,27,12.99,0,13.61,0.04
2005,2,28,11.56,0,13.45,0.04
2005,3,1,11.5,0,13.29,0.04
2005,3,2,13.34,0,13.12,0.04
2005,3,3,14.76,0,12.96,0.04
2005,3,4,14.38,0,12.79,0.04
2005,3,5,13.99,0,12.63,0.04
2005,3,6,11.7,0,12.46,0.04
2005,3,7,2.31,0,12.3,0.04
2005,3,8,4.52,0,12.13,0.04
2005,3,9,8.19,0,11.96,0.04
2005,3,10,10.96,0,11.79,0.04
2005,3,11,9.55,0,11.62,0.04
2005,3,12,3.33,0,11.45,0.04
2005,3,13,7.06,0,11.28,0.04
2005,3,14,10.92,0,11.11,0.04
2005,3,15,11.49,0,10.94,0.04
2005,3,16,11.22,0,10.77,0.04
2005,3,17,9.53,0,10.6,0.04
2005,3,18,10.8,0,10.43,0.04
2005,3,19,12.25,0,10.26,0.04
2005,3,20,10.66,0,10.09,0.04
2005,3,21,5.76,0,9.91,0.04
2005,3,22,6.72,0,9.74,0.04
2005,3,23,9.58,0,9.57,0.04
2005,3,24,10.39,0,9.4,0.04
2005,3,25,10.54,0,9.23,0.04
2005,3,26,10.78,0,9.06,0.04
2005,3,27,10.03,0,8.89,0.04
2005,3,28,9.83,0,8.72,0.04
2005,3,29,8.74,0,8.55,0.04
2005,3,30,6.32,0,8.38,0.04
2005,3,31,5.11,0,8.21,0.04
2005,4,1,2.48,0,8.04,0.04
2005,4,2,1.4,0,7.87,0.04
2005,4,3,3.87,0,7.7,0.04
2005,4,4,5.81,0,7.54,0.04
2005,4,5,6.32,0,7.37,0.04
2005,4,6,7.95,0,7.21,0.04
2005,4,7,7.19,0,7.04,0.04
2005,4,8,7.31,0,6.88,0.04
2005,4,9,6.54,0,6.71,0.04
2005,4,10,5.23,0,6.55,0.04
2005,4,11,4.77,0,6.39,0.04
2005,4,12,2.36,0,6.23,0.04
2005,4,13,1.85,0,6.07,0.04
2005,4,14,3.91,0,5.92,0.04
2005,4,15,8.15,0,5.76,0.04
2005,4,16,8.61,0,5.61,0.04
2005,4,17,7.67,0,5.45,0.04
2005,4,18,7.06,0,5.3,0.04
2005,4,19,5.53,0,5.15,0.04
2005,4,20,5.51,0,5,0.04
2005,4,21,5.16,0,4.85,0.04
2005,4,22,4.82,0,4.71,0.04
2005,4,23,4.38,0,4.56,0.04
2005,4,24,-3.32,6.7,4.42,0.04
2005,4,25,-4.5,17.4,4.28,0.04
2005,4,26,-5.04,1.1,4.14,0.04
2005,4,27,-3.27,0,4,0.04
2005,4,28,-0.73,0,3.86,0.04
2005,4,29,-2.08,4.8,3.73,0.04
2005,4,30,1.13,0,3.59,0.04
2005,5,1,3.15,0,3.46,0.04
2005,5,2,4.79,0,3.33,0.04
2005,5,3,5.86,0.3,3.21,0.04
2005,5,4,0.83,0.2,3.08,0.1
2005,5,5,-1.1,0.8,2.96,0.1
2005,5,6,-1.72,1.1,2.84,0.09
2005,5,7,0.09,0,2.72,0.09
2005,5,8,2.73,0,2.6,0.08
2005,5,9,0.65,1.1,2.49,0.08
2005,5,10,-1.71,23.6,2.38,0.08
2005,5,11,-2.44,2.7,2.27,0.07
2005,5,12,4.03,0,2.16,0.07
2005,5,13,4.35,0,2.05,0.25
2005,5,14,-2.62,5.6,1.95,0.25
2005,5,15,-6.07,6.7,1.85,0.19
2005,5,16,-7.55,0,1.75,0.16
2005,5,17,-3.63,0,1.66,0.15
2005,5,18,-4.28,0,1.56,0.14
2005,5,19,-4.56,0,1.47,0.13
2005,5,20,-3.83,6,1.38,0.12
2005,5,21,-6.09,0,1.3,0.11
2005,5,22,-1.63,0,1.21,0.11
2005,5,23,-5.02,19,1.13,0.1
2005,5,24,-8.57,15,1.06,0.09
2005,5,25,-5.18,3,0.98,0.08
2005,5,26,-3.64,17,0.91,0.08
2005,5,27,-1.14,29,0.84,0.07
2005,5,28,5.61,10,0.77,0.06
2005,5,29,1.67,0,0.7,0.43
2005,5,30,-4.21,0,0.64,0.46
2005,5,31,-1.38,0,0.58,0.37
2005,6,1,1.52,0,0.53,0.38
2005,6,2,0.82,0,0.47,0.37
2005,6,3,0.4,0,0.42,0.33
2005,6,4,-2.11,0,0.37,0.29
2005,6,5,-3.41,0,0.33,0.26
2005,6,6,-0.75,0,0.29,0.25
2005,6,7,0.84,0,0.25,0.23
2005,6,8,2.2,0,0.21,0.24
2005,6,9,0.67,0,0.18,0.37
2005,6,10,-2.04,32,0.15,0.35
2005,6,11,-2.1,42,0.12,0.31
2005,6,12,-1.67,7,0.09,0.29
2005,6,13,-3.56,16,0.07,0.27
2005,6,14,-3.22,15,0.05,0.25
2005,6,15,-3.41,16,0.04,0.24
2005,6,16,-1.38,19,0.02,0.22
2005,6,17,-0.8,2,0.01,0.21
2005,6,18,-1.69,0,0.01,0.2
2005,6,19,-3.45,50,0,0.18
2005,6,20,-2.69,0,0,0.17
2005,6,21,-1.52,2,0,0.16
2005,6,22,-4.79,2,0.01,0.15
2005,6,23,-2.62,0,0.01,0.14
2005,6,24,-3.2,1,0.02,0.13
2005,6,25,-1.37,0,0.04,0.12
2005,6,26,-1.88,0,0.05,0.11
2005,6,27,-1.46,28,0.07,0.1
2005,6,28,-0.63,69,0.09,0.1
2005,6,29,-0.35,16,0.12,0.09
2005,6,30,1.69,0,0.15,0.08
2005,7,1,2.56,0,0.18,0.31
2005,7,2,-2.77,0,0.21,0.32
2005,7,3,-2.5,2,0.25,0.25
2005,7,4,-10.15,0,0.29,0.2
2005,7,5,-7.19,0,0.33,0.19
2005,7,6,-0.7,0,0.37,0.17
2005,7,7,4.04,2,0.42,0.16
2005,7,8,-0.56,0,0.47,0.45
2005,7,9,-2.8,0,0.53,0.46
2005,7,10,-0.7,0,0.58,0.38
2005,7,11,-0.59,0,0.64,0.31
2005,7,12,1.64,0,0.7,0.28
2005,7,13,-1.83,0,0.77,0.35
2005,7,14,-3.7,1,0.84,0.33
2005,7,15,-11.24,0,0.91,0.3
2005,7,16,-11.6,0,0.98,0.28
2005,7,17,-8.17,0,1.06,0.27
2005,7,18,-10.36,0,1.13,0.25
2005,7,19,-7.54,0,1.21,0.24
2005,7,20,-6.07,0,1.3,0.22
2005,7,21,-10.9,0,1.38,0.21
2005,7,22,-12.14,2,1.47,0.19
2005,7,23,-9.49,0,1.56,0.18
2005,7,24,-9,0,1.66,0.17
2005,7,25,-7.86,0,1.75,0.16
2005,7,26,-7.38,0,1.85,0.15
2005,7,27,-3.44,0,1.95,0.14
2005,7,28,1.13,0,2.05,0.13
2005,7,29,3.7,0,2.16,0.41
2005,7,30,1.3,11,2.27,0.84
2005,7,31,-0.17,0,2.38,0.84
2005,8,1,-1.25,19,2.49,0.72
2005,8,2,-0.2,58,2.6,0.61
2005,8,3,3.67,18,2.72,1.34
2005,8,4,3.52,2,2.84,1.81
2005,8,5,-2.6,3,2.96,1.71
2005,8,6,-1.01,3,3.08,1.51
2005,8,7,-4.21,3,3.21,1.33
2005,8,8,-2.64,2,3.33,1.17
2005,8,9,-0.91,1,3.46,1.03
2005,8,10,1.97,0,3.59,1.07
2005,8,11,0.56,1,3.73,1.03
2005,8,12,2.18,0,3.86,1.1
2005,8,13,-0.45,2,4,1.02
2005,8,14,-1.72,16,4.14,0.9
2005,8,15,-0.56,7,4.28,0.79
2005,8,16,-4.4,19,4.42,0.69
2005,8,17,-6.52,13.1,4.56,0.61
2005,8,18,-0.52,0,4.71,0.56
2005,8,19,-0.69,0,4.85,0.53
2005,8,20,1.63,0,5,0.5
2005,8,21,-0.34,0,5.15,0.55
2005,8,22,-1.39,0,5.3,0.52
2005,8,23,-4.2,0,5.45,0.49
2005,8,24,-4.65,0,5.61,0.46
2005,8,25,2.01,0,5.76,0.44
2005,8,26,-1.09,10.2,5.92,0.49
2005,8,27,-1.78,43.5,6.07,0.47
2005,8,28,-4.54,48.3,6.23,0.43
2005,8,29,-7.54,24.2,6.39,0.41
2005,8,30,-8.75,0.799999999999955,6.55,0.39
2005,8,31,-11,0,6.71,0.37
2005,9,1,-11.07,0,6.88,0.35
2005,9,2,-4.5,0,7.04,0.33
2005,9,3,-4.5,0,7.21,0.31
2005,9,4,-8.1,0.200000000000045,7.37,0.29
2005,9,5,-2.5,15.6,7.54,0.27
2005,9,6,-0.86,15.3,7.7,0.26
2005,9,7,-0.38,1.10000000000002,7.87,0.24
2005,9,8,2.89,0,8.04,0.23
2005,9,9,-0.99,0,8.21,0.27
2005,9,10,-6.44,4.60000000000002,8.38,0.26
2005,9,11,-13.22,4.79999999999995,8.55,0.24
2005,9,12,-11.29,1.90000000000009,8.72,0.23
2005,9,13,-9.35,0.799999999999955,8.89,0.21
2005,9,14,-8.63,0,9.06,0.2
2005,9,15,-8.13,0,9.23,0.19
2005,9,16,-5.82,0,9.4,0.18
2005,9,17,-5.41,0,9.57,0.16
2005,9,18,-3.02,0,9.74,0.15
2005,9,19,1.21,1.39999999999998,9.91,0.14
2005,9,20,2.89,0,10.09,0.15
2005,9,21,1.61,0,10.26,0.17
2005,9,22,0.63,0,10.43,0.19
2005,9,23,-2.27,1,10.6,0.19
2005,9,24,-3.89,3,10.77,0.18
2005,9,25,-3.96,1.30000000000007,10.94,0.17
2005,9,26,-3.19,1.59999999999991,11.11,0.16
2005,9,27,-0.91,0,11.28,0.15
2005,9,28,1.5,0,11.45,0.14
2005,9,29,-3.24,0,11.62,0.14
2005,9,30,-1.71,0,11.79,0.14
2005,10,1,2.16,0,11.96,0.13
2005,10,2,0.58,0,12.13,0.13
2005,10,3,-1.78,0,12.3,0.14
2005,10,4,-1.38,0,12.46,0.13
2005,10,5,-0.68,0,12.63,0.12
2005,10,6,-0.07,0,12.79,0.11
2005,10,7,-0.47,0,12.96,0.1
2005,10,8,-1.37,0,13.12,0.1
2005,10,9,0.54,0,13.29,0.09
2005,10,10,2.16,0,13.45,0.09
2005,10,11,3.83,0,13.61,0.09
2005,10,12,3.77,0,13.77,0.11
2005,10,13,3.17,0,13.93,0.22
2005,10,14,3.97,0,14.08,0.2
2005,10,15,2.12,0,14.24,0.32
2005,10,16,2.07,0,14.39,0.37
2005,10,17,0.99,0,14.55,0.35
2005,10,18,3.28,0,14.7,0.31
2005,10,19,4.61,0,14.85,0.51
2005,10,20,5.34,0,15,0.71
2005,10,21,4.25,0,15.15,0.86
2005,10,22,5.15,0,15.29,1.04
2005,10,23,4.19,0,15.44,1.19
2005,10,24,1.96,0,15.58,1.21
2005,10,25,-0.62,10,15.72,1.1
2005,10,26,-1.44,0,15.86,0.96
2005,10,27,-0.2,0,16,0.84
2005,10,28,-1.43,0,16.14,0.74
2005,10,29,-0.48,0,16.27,0.64
2005,10,30,2.56,0,16.41,0.56
2005,10,31,5.82,0,16.54,0.73
2005,11,1,6.58,0,16.67,0.94
2005,11,2,6.32,0,16.79,1.18
2005,11,3,5.28,0,16.92,1.39
2005,11,4,6.72,0,17.04,1.66
2005,11,5,6.38,0,17.16,1.96
2005,11,6,6.08,0,17.28,2.23
2005,11,7,6.84,0,17.4,2.53
2005,11,8,7.76,0,17.51,2.91
2005,11,9,8.66,0,17.62,3.37
2005,11,10,9.51,0,17.73,3.92
2005,11,11,9.72,0,17.84,4.5
2005,11,12,9.69,0,17.95,5.07
2005,11,13,8.75,0,18.05,5.55
2005,11,14,8.4,0,18.15,5.94
2005,11,15,8,0,18.25,6.25
2005,11,16,7.5,0,18.34,6.47
2005,11,17,7,0,18.44,6.61
2005,11,18,6.7,0,18.53,6.68
2005,11,19,8.5,0,18.62,6.87
2005,11,20,9.7,0,18.7,7.19
2005,11,21,9.1,0,18.79,7.48
2005,11,22,8.59,0,18.87,7.7
2005,11,23,-2.36,0,18.94,7.14
2005,11,24,5.49,0,19.02,6.83
2005,11,25,9.6,0,19.09,6.96
2005,11,26,10.8,0,19.16,7.31
2005,11,27,9.4,0,19.23,7.6
2005,11,28,8.01,0,19.3,7.74
2005,11,29,7.96,0,19.36,7.83
2005,11,30,7.87,0,19.42,7.89
2005,12,1,8.72,0,19.47,8.02
2005,12,2,9.62,0,19.53,8.23
2005,12,3,8.96,0,19.58,7.72
2005,12,4,6.74,0,19.63,6.97
2005,12,5,4.52,0,19.67,6.27
2005,12,6,6.54,0,19.71,5.63
2005,12,7,7.38,0,19.75,5.06
2005,12,8,3.14,0,19.79,4.55
2005,12,9,7.73,0,19.82,4.09
2005,12,10,10.73,0,19.85,3.68
2005,12,11,13.69,0,19.88,3.3
2005,12,12,14.58,0,19.91,2.97
2005,12,13,13.78,0,19.93,2.66
2005,12,14,12.71,0,19.95,2.39
2005,12,15,12.93,0,19.96,2.15
2005,12,16,12.47,0,19.98,1.93
2005,12,17,11.47,0,19.99,1.73
2005,12,18,10.72,0,19.99,1.55
2005,12,19,10.93,0,20,1.39
2005,12,20,12.67,0,20,1.25
2005,12,21,13.13,0,20,1.12
2005,12,22,12.04,0,19.99,1
2005,12,23,11.71,0,19.99,0.9
2005,12,24,11.71,0,19.98,0.83
2005,12,25,11.71,0,19.96,0.78
2005,12,26,15.16,0,19.95,0.74
2005,12,27,13,0,19.93,0.7
2005,12,28,12.02,0,19.91,0.66
2005,12,29,12.17,0,19.88,0.63
2005,12,30,11.51,0,19.85,0.59
2005,12,31,11.51,0,19.82,0.56
2006,1,1,10.72,0,19.79,0.53
2006,1,2,10.7,0,19.75,0.5
2006,1,3,12.08,0,19.71,0.48
2006,1,4,12.96,0,19.67,0.45
2006,1,5,15,0,19.63,0.43
2006,1,6,15.79,0,19.58,0.4
2006,1,7,14.5,0,19.53,0.38
2006,1,8,13.45,0,19.47,0.36
2006,1,9,13.42,0,19.42,0.34
2006,1,10,12.74,0,19.36,0.32
2006,1,11,13.27,0,19.3,0.3
2006,1,12,13.81,0,19.23,0.29
2006,1,13,14.15,0,19.16,0.27
2006,1,14,12.68,0,19.09,0.26
2006,1,15,12.84,0,19.02,0.24
2006,1,16,12.21,0,18.94,0.23
2006,1,17,13.87,0,18.87,0.21
2006,1,18,13.76,0,18.79,0.2
2006,1,19,12.25,0,18.7,0.19
2006,1,20,10.92,0,18.62,0.18
2006,1,21,10.17,0,18.53,0.17
2006,1,22,8.85,0,18.44,0.16
2006,1,23,10.58,0,18.34,0.15
2006,1,24,10.74,0,18.25,0.14
2006,1,25,13.1,0,18.15,0.13
2006,1,26,15.1,0,18.05,0.12
2006,1,27,15.82,0,17.95,0.11
2006,1,28,16.11,0,17.84,0.11
2006,1,29,16.57,0,17.73,0.1
2006,1,30,16.63,0,17.62,0.09
2006,1,31,15.18,0,17.51,0.09
2006,2,1,14.77,0,17.4,0.08
2006,2,2,14.87,0,17.28,0.08
2006,2,3,13.88,0,17.16,0.07
2006,2,4,12.55,0,17.04,0.07
2006,2,5,12.73,0,16.92,0.06
2006,2,6,13.41,0,16.79,0.06
2006,2,7,12.69,0,16.67,0.06
2006,2,8,12.15,0,16.54,0.06
2006,2,9,13.61,0,16.41,0.06
2006,2,10,14.76,0,16.27,0.06
2006,2,11,13.98,0,16.14,0.06
2006,2,12,12.43,0,16,0.06
2006,2,13,12.75,0,15.86,0.06
2006,2,14,12.08,0,15.72,0.06
2006,2,15,10.44,0,15.58,0.06
2006,2,16,11.36,0,15.44,0.06
2006,2,17,14.08,0,15.29,0.06
2006,2,18,13.41,0,15.15,0.06
2006,2,19,13.2,0,15,0.06
2006,2,20,12.99,0,14.85,0.06
2006,2,21,13.17,0,14.7,0.06
2006,2,22,10.94,0,14.55,0.06
2006,2,23,11.12,0,14.39,0.06
2006,2,24,10.57,0,14.24,0.06
2006,2,25,12.49,0,14.08,0.06
2006,2,26,9.41,0,13.93,0.06
2006,2,27,7.2,0,13.77,0.06
2006,2,28,5.72,0,13.61,0.06
2006,3,1,5.46,0,13.45,0.06
2006,3,2,4.55,0,13.29,0.06
2006,3,3,6.69,0,13.12,0.06
2006,3,4,10.12,0,12.96,0.06
2006,3,5,11.27,0,12.79,0.06
2006,3,6,10.72,0,12.63,0.06
2006,3,7,9.83,0,12.46,0.06
2006,3,8,10.93,0,12.3,0.06
2006,3,9,11.59,0,12.13,0.06
2006,3,10,12.4,0,11.96,0.06
2006,3,11,11.66,0,11.79,0.06
2006,3,12,12.01,0,11.62,0.06
2006,3,13,11.03,0,11.45,0.06
2006,3,14,9.37,0,11.28,0.06
2006,3,15,9.72,0,11.11,0.06
2006,3,16,8.12,0,10.94,0.06
2006,3,17,10.76,0,10.77,0.06
2006,3,18,12.4,0,10.6,0.06
2006,3,19,12.47,0,10.43,0.06
2006,3,20,11.66,0,10.26,0.06
2006,3,21,10.15,0,10.09,0.06
2006,3,22,10.6,0,9.91,0.06
2006,3,23,10.97,0,9.74,0.06
2006,3,24,9.84,0,9.57,0.06
2006,3,25,10.13,0,9.4,0.06
2006,3,26,9.92,0,9.23,0.06
2006,3,27,8.9,0,9.06,0.06
2006,3,28,8.75,0,8.89,0.06
2006,3,29,14.28,0,8.72,0.06
2006,3,30,10.15,0,8.55,0.06
2006,3,31,9.97,0,8.38,0.06
2006,4,1,10.17,0,8.21,0.06
2006,4,2,9.32,0,8.04,0.06
2006,4,3,8.98,0,7.87,0.06
2006,4,4,8.98,0,7.7,0.06
2006,4,5,8.53,0,7.54,0.06
2006,4,6,7.68,0,7.37,0.06
2006,4,7,6.82,0,7.21,0.06
2006,4,8,7.05,0,7.04,0.06
2006,4,9,7.28,0,6.88,0.06
2006,4,10,6.67,0,6.71,0.06
2006,4,11,7.3,0,6.55,0.06
2006,4,12,7.37,0,6.39,0.06
2006,4,13,1.57,0,6.23,0.06
2006,4,14,1.27,0,6.07,0.06
2006,4,15,1.91,0,5.92,0.06
2006,4,16,2.54,0,5.76,0.06
2006,4,17,6.71,0,5.61,0.06
2006,4,18,5.21,0,5.45,0.06
2006,4,19,7.3,0,5.3,0.06
2006,4,20,8.31,0,5.15,0.06
2006,4,21,8.92,0,5,0.06
2006,4,22,10.55,0,4.85,0.06
2006,4,23,10.8,0,4.71,0.06
2006,4,24,8.76,0,4.56,0.06
2006,4,25,9.49,0,4.42,0.06
2006,4,26,10.64,0,4.28,0.06
2006,4,27,10.88,0,4.14,0.06
2006,4,28,10.14,0,4,0.05
2006,4,29,8.25,0,3.86,0.05
2006,4,30,6.97,0,3.73,0.05
2006,5,1,5.64,0,3.59,0.05
2006,5,2,6.72,0,3.46,0.05
2006,5,3,6.9,0,3.33,0.05
2006,5,4,4.38,0,3.21,0.05
2006,5,5,2.33,0,3.08,0.05
2006,5,6,2.78,0,2.96,0.05
2006,5,7,2.65,0,2.84,0.05
2006,5,8,2.81,0,2.72,0.05
2006,5,9,3.42,0,2.6,0.05
2006,5,10,4.67,0,2.49,0.05
2006,5,11,4.93,0,2.38,0.05
2006,5,12,4.87,0,2.27,0.05
2006,5,13,5.14,0,2.16,0.05
